Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocker),Inward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Inward issue link (Child-Issue),Outward issue link (Child-Issue),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Completes),Inward issue link (Completes),Outward issue link (Completes),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Incorporates),Outward issue link (Incorporates),Outward issue link (Issue split),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Reference),Inward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Inward issue link (Supercedes),Outward issue link (Supercedes),Outward issue link (Supercedes),Inward issue link (Testing),Outward issue link (Testing),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affects version (Component)),Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Complexity),Custom field (Evidence Of Open Source Adoption),Custom field (Evidence Of Registration),Custom field (Evidence Of Use On World Wide Web),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Fix version (Component)),Custom field (Flags),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Language),Custom field (Last public comment date),Custom field (Level of effort),Custom field (Machine Readable Info),Custom field (Mentor),Custom field (New-TLP-TLPName),Custom field (Original story points),Custom field (Parent Link),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Note),Custom field (Review Date),Custom field (Reviewer),Custom field (Severity),Custom field (Severity),Custom field (Skill Level),Custom field (Source Control Link),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Start Date),Custom field (Tags),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test and Documentation Plan),Custom field (Testcase included),Custom field (Tester),Custom field (Workaround),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Add tests against jdk17 for pulsar connector,FLINK-33815,13561649,,Technical Debt,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,Sergey Nuyanzin,Sergey Nuyanzin,Sergey Nuyanzin,13/Dec/23 10:15,13/Dec/23 12:19,04/Jun/24 20:40,13/Dec/23 12:19,pulsar-4.0.1,,,,,,,,pulsar-4.2.0,,,,Connectors / Pulsar,,,,0,pull-request-available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Wed Dec 13 12:19:56 UTC 2023,,,,,,,,,,"0|z1m89k:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"13/Dec/23 12:19;leonard;Implemented in main(4.2): 8bfbe33f86a45b4757a9cd1f19f2ede5da771487;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoscaler Standalone control loop supports multiple thread,FLINK-33814,13561631,13556703,Sub-task,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,fanrui,fanrui,fanrui,13/Dec/23 08:00,04/Jan/24 03:58,04/Jun/24 20:40,04/Jan/24 03:58,,,,,,,,,kubernetes-operator-1.8.0,,,,Autoscaler,,,,0,pull-request-available,,,"When the job list has a lot of jobs, single thread isn't enough.

So Autoscaler Standalone control loop supports multiple thread is very useful for massive production, it's similar to kubernetes.operator.reconcile.parallelism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Thu Jan 04 03:58:33 UTC 2024,,,,,,,,,,"0|z1m85k:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"04/Jan/24 03:58;fanrui;Merged main(1.8.0) via : 1da4e77faeb71e4edc91b354555247ab0abffdb7 and 141aac76af0837d4d57b1d896d9e9bcba4593236;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Improve time formatting for easier reading inside the autoscaler,FLINK-33813,13561629,,Improvement,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,fanrui,fanrui,fanrui,13/Dec/23 07:30,14/Dec/23 11:19,04/Jun/24 20:40,14/Dec/23 11:19,,,,,,,,,kubernetes-operator-1.8.0,,,,Autoscaler,,,,0,pull-request-available,,,"The default format of Instant is UTC time, it's better to format it to the corresponding Time Zone.It will be easier reading.

 

!https://f.haiserve.com/download/8f2044829bf190f81cd03ddc5a749dc40b01020000082d9e08215890070201702451618703ac?userid=146850&token=31fa35028392b8b45a2ff21fe8481f1d|width=1511,height=462!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Thu Dec 14 11:19:12 UTC 2023,,,,,,,,,,"0|z1m854:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"14/Dec/23 11:19;fanrui;Merged master<1.8> via : 2136c7a3189753c45e167920bd509a687218a57f;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoscale not working properly for standalone application deployment,FLINK-33812,13561615,,Bug,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Minor,Fixed,wangsan,wangsan,wangsan,13/Dec/23 03:43,22/Dec/23 09:34,04/Jun/24 20:40,22/Dec/23 09:34,kubernetes-operator-1.7.0,,,,,,,,kubernetes-operator-1.8.0,,,,Kubernetes Operator,,,,0,pull-request-available,,,"Currently, when the autoscaler decides to scale up/down a standalone application deployment, taskmanager's replica number will not be updated based on the new override parallelism configuration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Fri Dec 22 09:34:11 UTC 2023,,,,,,,,,,"0|z1m820:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"22/Dec/23 09:34;mbalassi; [{{f01f8ec}}|https://github.com/apache/flink-kubernetes-operator/commit/f01f8ec0dcde79b21c164143128f0c30ef1aa091] in main.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The CI for frocksdb has broken,FLINK-33811,13561614,,Bug,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,zakelly,zakelly,zakelly,13/Dec/23 03:39,14/Dec/23 08:33,04/Jun/24 20:40,14/Dec/23 08:33,,,,,,,,,,,,,Runtime / State Backends,,,,0,,,,"!image-2023-12-13-11-37-56-525.png!

It says:

!image-2023-12-13-11-39-11-353.png!

The CI script should be updated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13/Dec/23 03:37;zakelly;image-2023-12-13-11-37-56-525.png;https://issues.apache.org/jira/secure/attachment/13065273/image-2023-12-13-11-37-56-525.png","13/Dec/23 03:39;zakelly;image-2023-12-13-11-39-11-353.png;https://issues.apache.org/jira/secure/attachment/13065272/image-2023-12-13-11-39-11-353.png",,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Thu Dec 14 08:33:06 UTC 2023,,,,,,,,,,"0|z1m81s:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"14/Dec/23 08:33;zakelly;Merged into FRocksDB-6.20.3 via e605685600658f6b146e60c6f0c9543b63f78975...251e7fc45edc1d0f0e2e124232064f67388797c9;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propagate RecordAttributes that contains isProcessingBacklog status,FLINK-33810,13561611,13553221,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Done,xuannan,xuannan,xuannan,13/Dec/23 02:53,20/Dec/23 01:39,04/Jun/24 20:40,19/Dec/23 11:04,,,,,,,,,1.19.0,,,,Runtime / Task,,,,0,pull-request-available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Tue Dec 19 11:04:00 UTC 2023,,,,,,,,,,"0|z1m814:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"19/Dec/23 11:04;xtsong;master (1.19): f6bbf1cf364a3b4d04e6b6ddc522bad6431b43c4;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiveCatalog load hivemetastore.xml,FLINK-33809,13561610,,Improvement,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,Bo Cui,Bo Cui,13/Dec/23 02:40,28/Dec/23 12:19,04/Jun/24 20:40,,1.17.1,1.18.1,1.19.0,,,,,,,,,,Connectors / Hive,,,,0,pull-request-available,,,"[https://github.com/apache/flink/blob/3532f59cb9484a67e1b441e2875a26eb3691221f/flink-connectors/flink-connector-hive/src/main/java/org/apache/flink/table/catalog/hive/HiveCatalog.java#L266]

Currently, hivecatalog only load hive-site.xml, we need to merge hivemetastore-site.xml into hive-site.xml, which is inconvenient.

we can enhance hivecatalog, it can load hivemetastore-site.xml and suppors 'properties.*'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2023-12-13 02:40:30.0,,,,,,,,,,"0|z1m80w:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement restore tests for WindowJoin node,FLINK-33808,13561600,13556317,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Implemented,bvarghese,bvarghese,bvarghese,13/Dec/23 01:03,14/Dec/23 09:40,04/Jun/24 20:40,14/Dec/23 09:40,,,,,,,,,1.19.0,,,,Table SQL / Planner,,,,0,pull-request-available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Thu Dec 14 09:40:12 UTC 2023,,,,,,,,,,"0|z1m7yo:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"14/Dec/23 09:40;dwysakowicz;Implemented in b691a2ee33e8d94b291f6632024bd801a17841a7..01b3db6f8b229ad9683b5c7c2b528f183e25aa3b;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update junit to 5.10.1,FLINK-33807,13561594,,Technical Debt,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,Sergey Nuyanzin,Sergey Nuyanzin,Sergey Nuyanzin,12/Dec/23 23:37,16/Dec/23 09:27,04/Jun/24 20:40,16/Dec/23 09:27,,,,,,,,,1.19.0,,,,Test Infrastructure,,,,0,pull-request-available,,,"There is logging improved for 
>Exceptions thrown for files that cannot be deleted when cleaning up a temporary directory created via {{@TempDir}} now include the root cause.

[https://junit.org/junit5/docs/current/release-notes/index.html#bug-fixes-2]

which could help with debugging of FLINK-33641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Sat Dec 16 09:27:31 UTC 2023,,,,,,,,,,"0|z1m7xc:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"16/Dec/23 09:27;Sergey Nuyanzin;Merged as [ac88acfbb1b4ebf7336e9a20e0b6d0b0fe32be51|https://github.com/apache/flink/commit/ac88acfbb1b4ebf7336e9a20e0b6d0b0fe32be51];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Async IO Allows Custom Action after Final Retry Failure,FLINK-33806,13561591,,Improvement,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Minor,,,qqibrow,qqibrow,12/Dec/23 22:38,12/Dec/23 22:38,04/Jun/24 20:40,,,,,,,,,,,,,,API / DataStream,,,,0,,,,"in Async IO Retry Support, if all retries fail, the record is dropped without any further action. However, there are user cases requiring action after the final retry failure occurs, e.g, log out the input or write the input data to an external storage.  To address this, we propose to add a new API in the AsyncRetryStrategy and make changes accordingly. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2023-12-12 22:38:45.0,,,,,,,,,,"0|z1m7wo:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement restore tests for OverAggregate node,FLINK-33805,13561589,13556317,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,jhughes,jhughes,jhughes,12/Dec/23 22:16,28/Mar/24 14:07,04/Jun/24 20:40,28/Mar/24 14:07,,,,,,,,,1.20.0,,,,,,,,0,pull-request-available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Thu Mar 28 14:07:56 UTC 2024,,,,,,,,,,"0|z1m7w8:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"28/Mar/24 14:07;dwysakowicz;Implemented in b3334d1527aab6c196752b63c3139ff5529598cc..bf60c8813598d3119375cec057930240642699d4;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add Option to disable showing metrics in JobMananger UI,FLINK-33804,13561586,,Improvement,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,qqibrow,qqibrow,12/Dec/23 20:52,18/Dec/23 11:09,04/Jun/24 20:40,,,,,,,,,,,,,,Runtime / Metrics,,,,0,,,,"Flink allows users to view metric in JobMananger UI. However there are 2 problems we found:
 # The JobManager is required to aggregate metrics from all task managers. When the metric cardinality is quite high, this process can trigger a JobManager Full GC and slow response time.
 # Flink user cases in prod usually have their own dashboard to view metrics. so this feature sometimes is not useful.

In light of this, we propose to add option to disable this feature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Mon Dec 18 11:09:48 UTC 2023,,,,,,,,,,"0|z1m7vk:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"12/Dec/23 21:22;martijnvisser;I'm not too sure, because it's reads like having finer-grained possibilities to enable/disable certain options in the UI. We don't have that at this moment and starting to add those will mean that we at some point will have a lot of options, who possibly conflict with each other. If Flink users have their own dashboard, why not disable the UI completely?;;;","12/Dec/23 21:28;qqibrow;[~martijnvisser] disabling the metric aggregation to JobMannger is the key.  We have jobs having the job mannager GC issue in production and we have a internal fix. want to contribute back the fix and align with community long term solution here. Can change the title accordingly if that's misleading. ;;;","13/Dec/23 10:45;martijnvisser;[~qqibrow] What is your proposal for the long term solution? Looking at https://nightlies.apache.org/flink/flink-docs-master/docs/deployment/config/ we don't offer a lot of granularity to disable/enable specific features and I'm not sure that we should.;;;","13/Dec/23 20:36;qqibrow;[~martijnvisser] 
The problem we want to address:

In default setting, the JobManager is required to aggregate metrics from all task managers to power the metrics in UI. When the metric cardinality is quite high, this process can trigger a JobManager Full GC and slow response time. 

There are several options:
Option 1: The issue at hand can be mitigated by setting metrics.fetcher.update-interval=0. However, a problem arises in the JobManager UI where metrics like ""Byte Received"" keep loading indefinitely. This can lead to confusion for users.

Option 2: To address this, we can introduce a whitelist of metrics. Additionally, we can add an option that, when enabled, will only allow the selected metrics to report to the JobManager. This will ensure that the UI, including the overview page and subtask page, continues to function properly.

Option 3: An alternative approach is to follow a similar path as in option 2. However, instead of introducing a new feature flag, we can repurpose the existing metrics.fetcher.update-interval flag. When metrics.fetcher.update-interval is set to 0, the whitelist feature will be automatically activated.
 
 
 ;;;","13/Dec/23 21:53;qqibrow;the whitelist will be a subset of metrics listed here [https://github.com/apache/flink/blob/c3e2d163a637dca5f49522721109161bd7ebb723/flink-runtime/src/main/java/org/apache/flink/runtime/metrics/MetricNames.java#L4] ;;;","18/Dec/23 11:09;martijnvisser;[~qqibrow]  Please open a discussion with a proposal on the Dev ML for this;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add observedGeneration to Operator's status spec,FLINK-33803,13561570,,Improvement,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Minor,Fixed,ryanvanhuuksloot,ryanvanhuuksloot,ryanvanhuuksloot,12/Dec/23 17:20,03/Jun/24 16:38,04/Jun/24 20:40,26/Jan/24 10:43,,,,,,,,,kubernetes-operator-1.8.0,,,,Kubernetes Operator,,,,0,pull-request-available,,,"Thoughts on adding the observedGeneration status field to the Kubernetes Operator?
 
I saw this issue https://issues.apache.org/jira/browse/FLINK-30858 which is useful but the traditional thing would be to just update the observedGeneration when the reconciliation is complete. There is [tooling]([https://github.com/Shopify/krane/blob/main/README.md#specifying-passfail-conditions]) out there that requires this spec in order to determine if the reconciliation passed for CRDs. Not only that, but it is the expected flow: [https://alenkacz.medium.com/kubernetes-operator-best-practices-implementing-observedgeneration-250728868792]
 
I think we keep the current implementation of the reconciliation spec for now but at the same time, we can update the `status.observedGeneration`?
 
Mailing List Discussion: https://lists.apache.org/thread/1dv33dyqqh18qncot1c6lxgn02do6xnw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Fri Jan 26 10:43:47 UTC 2024,,,,,,,,,,"0|z1m7s0:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"26/Jan/24 10:43;gyfora;merged to main 0fa78d350bd4a6cf2ea5e5bca0880092104355d8;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ActiveResourceManagerFactoryTest.testGetEffectiveConfigurationForResourceManagerCoarseGrained failed with 239 exit code,FLINK-33802,13561536,13438065,Sub-task,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,mapohl,mapohl,12/Dec/23 12:05,12/Dec/23 12:26,04/Jun/24 20:40,,1.19.0,,,,,,,,,,,,Runtime / Coordination,,,,0,github-actions,test-stability,,"https://github.com/XComp/flink/actions/runs/7172788948/job/19531075115#step:12:8884
{code}
Error: 20:31:32 20:31:32.060 [ERROR] Error occurred in starting fork, check output in log
Error: 20:31:32 20:31:32.060 [ERROR] Process Exit Code: 239
Error: 20:31:32 20:31:32.060 [ERROR] Crashed tests:
Error: 20:31:32 20:31:32.060 [ERROR] org.apache.flink.runtime.resourcemanager.active.ActiveResourceManagerFactoryTest
Error: 20:31:32 20:31:32.061 [ERROR] 	at org.apache.maven.plugin.surefire.booterclient.ForkStarter.awaitResultsDone(ForkStarter.java:532)
[...]
{code}

{{ActiveResourceManagerFactoryTest.testGetEffectiveConfigurationForResourceManagerCoarseGrained}} was started but never finishes (see {{mvn-1.log}} in failed build artifacts):
{code}
20:26:09,069 [                main] INFO  org.apache.flink.runtime.resourcemanager.active.ActiveResourceManagerFactoryTest [] - 
================================================================================
Test testGetEffectiveConfigurationForResourceManagerCoarseGrained(org.apache.flink.runtime.resourcemanager.active.ActiveResourceManagerFactoryTest) is running.
--------------------------------------------------------------------------------
{code}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Tue Dec 12 12:26:04 UTC 2023,,,,,,,,,,"0|z1m7kg:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"12/Dec/23 12:26;mapohl;the test itself shouldn't be the cause for this issue. It only checks some basic configuration filtering.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revert to last scaling when job becomes unhealthy after scaling,FLINK-33801,13561518,,New Feature,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,fanrui,fanrui,fanrui,12/Dec/23 09:57,13/Dec/23 08:36,04/Jun/24 20:40,,,,,,,,,,,,,,Autoscaler,,,,0,,,,"Revert to last scaling when job becomes unhealthy after scaling, such as: the memory is under pressure.

In the first version, the unhealthy only for memory is under pressure. We can improve more unhealthy cases in the future.

This Jira is created when review this PR: https://github.com/apache/flink-kubernetes-operator/pull/726#discussion_r1422456112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Wed Dec 13 08:36:28 UTC 2023,,,,,,,,,,"0|z1m7gg:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"13/Dec/23 08:36;gyfora;This is basically similar to the rollback feature in the operator but with regards to throughput / processing rate. ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allow passing parameters to database via jdbc url,FLINK-33800,13561454,,Improvement,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,Sergey Nuyanzin,Sergey Nuyanzin,Sergey Nuyanzin,11/Dec/23 20:35,15/Dec/23 09:15,04/Jun/24 20:40,,jdbc-3.1.1,,,,,,,,,,,,Connectors / JDBC,,,,0,pull-request-available,,,"Currently it does not allow to pass extra properties e.g.
an attempt to connect to 
{{jdbc:postgresql://...?sslmode=require}}
fails with 
{noformat}
Caused by: org.apache.flink.table.gateway.api.utils.SqlGatewayException: Failed to fetchResults.
	at org.apache.flink.table.gateway.service.SqlGatewayServiceImpl.fetchResults(SqlGatewayServiceImpl.java:229)
	at org.apache.flink.table.gateway.rest.handler.statement.FetchResultsHandler.handleRequest(FetchResultsHandler.java:83)
	... 48 more
Caused by: org.apache.flink.table.gateway.service.utils.SqlExecutionException: Failed to execute the operation b70b5cf7-7068-4eb6-83a4-78aed36dbd35.
	at org.apache.flink.table.gateway.service.operation.OperationManager$Operation.processThrowable(OperationManager.java:414)
	at org.apache.flink.table.gateway.service.operation.OperationManager$Operation.lambda$run$0(OperationManager.java:267)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source)
	at java.base/java.util.concurrent.FutureTask.run(Unknown Source)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source)
	at java.base/java.util.concurrent.FutureTask.run(Unknown Source)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)


{noformat}
because of of a logic at {{org.apache.flink.connector.jdbc.catalog.JdbcCatalogUtils#validateJdbcUrl}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2023-12-11 20:35:18.0,,,,,,,,,,"0|z1m728:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
